isbn,author
9780312254995,Salman Rushdie
9780099592419,Salman Rushdie
9788497598361,Salman Rushdie
9780140189353,Saul Bellow
9780812969993,Salman Rushdie
9780140274110,Truman Capote
9780413772428,Denis Johnson
9780099440833,Denis Johnson
9780060926960,Denis Johnson
9780060976101,Denis Johnson
9780679781486,Bret Easton Ellis
9780375703843,Bret Easton Ellis
9780679781493,Bret Easton Ellis
9780375837890,Truman Capote
9780375507908,Truman Capote
9781581821369,James C.    Simmons
9780812975932,Truman Capote
9780141185934,Truman Capote
9780679745570,Truman Capote
9780962088117,Rudolph R. Windsor
9780792274575,Kira Salak
9780385280792,Kurt Vonnegut Jr.
9781594201080,Ian Buruma
9780099468387,Ian McEwan
9780099429791,Ian McEwan
9780879074494,Gertrude the Great
9783518373903,Hermann Hesse
9780805232110,Franz Kafka
9783442730506,Haruki Murakami
9780375726521,Kōbō Abe
9780375726538,Kōbō Abe
9780231082815,Kōbō Abe
9780375726545,Kōbō Abe
9780965913225,Paul Auster
9781582346434,Douglas Coupland
9780156421355,Max Frisch
9783804417830,Bernd Matzkowski
9783458340447,Max Frisch
9781400076321,Jean-Paul Sartre
9780415278485,Jean-Paul Sartre
9780679738954,Jean-Paul Sartre
9783492207003,Sten Nadolny
9780385481960,C.D. Payne
9780449911419,Deborah Spungen
9780571145454,Alex Cox
9780553384154,James D. Bradley
9780440229209,Michael R. French
9781594481932,Nick Hornby
9781855496958,Philip Pullman
9780385311298,Antonia Fraser
9780712664561,Alison Weir
9780946487509,J. Keith Cheetham
9780886778446,Tad Williams
9780439194044,Kathryn Lasky
9780886779061,Tad Williams
9781860645884,Jenny Wormald
9780618254118,John Guy
9780312352189,Carolly Erickson
9780345407863,Alison Weir
9780060837334,Robert Hutchinson
9780312194390,Margaret George
9780140714753,William Shakespeare
9780330353823,Margaret George
9780316367950,Margaret Hodges
9780312337070,Gene Wilder
9783499222504,Haruki Murakami
9781593080341,Arthur Conan Doyle
9781593080402,Arthur Conan Doyle
9780312425944,Sigrid Nunez
9780449908976,Helen Fisher
9781894917124,Mary Jane Maffini
9781565117723,Amy Sedaris
9780822216315,David Sedaris
9780312306182,Jincy Willett
9788644101277,Dobrica Erić
9780156002165,Wisława Szymborska
9780571191635,Wisława Szymborska
9780156011464,Wisława Szymborska
9780691013800,Wisława Szymborska
9780393323856,Wisława Szymborska
9780142437209,Charlotte Brontë
9780517333419,M.M. Kaye
9780312263102,M.M. Kaye
9780312049997,M.M. Kaye
9780312252816,M.M. Kaye
9780312263089,M.M. Kaye
9780312151256,M.M. Kaye
9780312265816,M.M. Kaye
9780520243262,Paul Farmer
9780520229136,Paul Farmer
9780812973013,Tracy Kidder
9781570625190,Fritjof Capra
9780977795306,Edward T. Haslam
9782884490474,Michelle Feynman
9780802839725,Mark S. Smith
9780520213685,Joan Dayan
9780195309683,Ted Steinberg
9780062508119,Huston Smith
9780800637149,Christopher Partridge
9781400054770,Jim  Powell
9780743262729,Larry McMurtry
9780312426026,Amartya Sen
9780713996876,Amartya Sen
9781584795421,Karen Rizzo
9780060885731,Julie Andrews Edwards
9780061131622,Julie Andrews Edwards
9781846162664,Giles Andreae
9780316525657,Marina Belozerskaya
9780976882305,David A. Ufer
9780030547744,Wilson Rawls
9780440415800,Wilson Rawls
9780307383419,Barack Obama
9780426203650,Marc Platt
9780426203681,Andrew    Hunt
9780426203674,Andrew Cartmel
9781416947400,Greg Behrendt
9780439698399,Michaela Muntean
9781558322455,Beth Hensperger
9781575420776,Martine Agassi
9781561583768,Sarah Susanka
9781862073296,Rachel Lichtenstein
9781843534099,Fiona McAuslan
9780300111149,Richard Gott
9780385732338,Nancy Osa
9780312971397,Stephen Coonts
9780143037149,Kim Edwards
9780449200162,John Updike
9780440424949,Noel Streatfeild
9780440412243,Noel Streatfeild
9781573225052,Jack Kerouac
9781556434303,Paul Pitchford
9780140250329,Rebecca  Wood
9781598870541,Jonathan Franzen
9780452280687,Eugene Linden
9780151731565,Umberto Eco
9788497592581,Umberto Eco
9780764543401,Margaret  Rose
9780156030434,Umberto Eco
9780847826469,Umberto Eco
9780156029063,Umberto Eco
9780156913218,Umberto Eco
9780156001250,Umberto Eco
9780253202178,Umberto Eco
9780300093049,Umberto Eco
9780753817988,Umberto Eco
9780253203182,Umberto Eco
9783829601863,Candida Höfer
9781590302255,Sun Tzu
9781580624596,Sun Tzu
9781402561016,Sun Tzu
9780552998086,Bill Bryson
9780380713813,Bill Bryson
9780141182803,James Joyce
9780439774390,Pierdomenico Baccalario
9781854790477,Shelley Klein
9781593081485,Alexandre Dumas
9781596009707,Alexandre Dumas
9781577658030,Malvina G. Vogel
9781853260407,Alexandre Dumas
9780743289412,Stephen King
9780881507195,King Arthur Flour
9780385732918,Frank Portman
9780553381696,George R.R. Martin
9780843955842,Stephen King
9780743555616,Stephen King
9781416524359,Stephen King
9780671874759,Stephen King
9781416524342,Stephen King
9788497597722,Stephen King
9780739317365,Stephen King
9780743525855,Stephen King
9780743537001,Stephen King
9780836254273,George Beahm
9781587671166,Brian James Freeman
9780553471830,Stephen King
9780307348241,Stephen King
9780451190758,Richard Bachman
9780836269147,George Beahm
9780345470638,Stephen King
9781580631600,Stanley Wiater
9780451170118,Stephen King
9780450417399,Stephen King
9780452277755,Richard Bachman
9780743233590,Stephen King
9780671039721,Stephen King
9780451185976,Stephen King
9782253147695,Stephen King
9780553562835,Sam Walton
9780679776314,Roger Penrose
9780060005696,Barry Schwartz
9780393060911,Michael   Lewis
9780679768098,Michael   Lewis
9780393323528,Michael   Lewis
9780679751236,Robert D. Kaplan
9780851115191,Andreas J. Köstenberger
9780679431480,Robert D. Kaplan
9780375758256,Roger Lowenstein
9781841155043,Roger Lowenstein
9780553483321,Francine Pascal
9780803725744,Kate McMullan
9780786868995,Simon Schama
9780385602051,Erik Larson
9788573027105,Elizabeth Kostova
9781593081928,Rudyard Kipling
9780436205491,Louis de Bernières
9780684841250,Joseph Heller
9780684868196,Joseph Heller
9780743239806,Joseph Heller
9780684839745,Joseph Heller
9780684841212,Joseph Heller
9781879794061,George Gladir
9780375701962,Walker Percy
9780060745905,Gregory Maguire
9780061351396,Gregory Maguire
9780465003129,Christopher M. Andrew
9780752842691,James Lee Burke
9781560764984,John Terra
9781582346175,Stephen Clarke
9780684854274,Geneviève
9780684854281,Geneviève
9781415930687,Fannie Flagg
9780099460954,Ernest Hemingway
9780684844640,Ernest Hemingway
9780393318791,Michael S. Reynolds
9781841957951,Leonardo Padura
9780684839059,Ernest Hemingway
9780393318357,Bernice Kert
9780306808906,Jeffrey Meyers
9780345460806,Amanda Hemingway
9780743564373,Ernest Hemingway
9780684174693,Ernest Hemingway
9780140139396,Wallace Stegner
9780140159943,Wallace Stegner
9780143039792,Wallace Stegner
9780140154412,Wallace Stegner
9780375759321,Wallace Stegner
9780140247961,Jackson J. Benson
9780060757083,E.B. White
9781892145024,E.B. White
9780061228742,E.B. White
9780140364491,E.B. White
9780802135582,Jon Lee Anderson
9780618537259,Caroline Preston
9781585421770,Allan C. Weisbecker
9780375756603,Solomon Jones
9780786888016,Steve Martin
9780786891078,Steve Martin
9780684873176,Hunter S. Thompson
9780743250443,Hunter S. Thompson
9781555916220,Anita Thompson
9780345377968,Hunter S. Thompson
9780743264730,Walter Isaacson
9780684837710,Walter Isaacson
9780743286978,Walter Isaacson
9780385496094,Anne Lamott
9780007189953,Cecelia Ahern
9780743499262,Cecelia Ahern
9781401301880,Cecelia Ahern
9780821726846,Jerry Ahern
9780060744878,Chris Gardner
9780140230277,Jodi Picoult
9780743496711,Jodi Picoult
9780743422444,Jodi Picoult
9780425185506,Jodi Picoult
9780743431019,Jodi Picoult
9780743418713,Jodi Picoult
9780061150142,Jodi Picoult
9780743454537,Jodi Picoult
9780802142849,Charles Frazier
9781556591402,Hanshan
9781401303273,Mitch Albom
9780099486831,Susan    Lewis
9780060845988,Billy Crystal
9780399512469,Billy Crystal
9780060739683,Phillip Margolin
9780440242949,Diana Gabaldon
9780385340397,Diana Gabaldon
9781569715147,Timothy Truman
9780440221661,Diana Gabaldon
9780373638499,James Axler
9780385302319,Diana Gabaldon
9781844164110,Matt Keefe
9780373638529,James Axler
9780373638178,James Axler
9780373638161,James Axler
9780375504525,William Faulkner
9781931082891,William Faulkner
9780679732266,William Faulkner
9780940450851,William Faulkner
9780679424789,William Faulkner
9780394701493,William Faulkner
9780394701844,William Faulkner
9780385335997,Diana Gabaldon
9780385335980,Diana Gabaldon
9780385324137,Diana Gabaldon
9780770429454,Diana Gabaldon
9780099911708,Diana Gabaldon
9780345419088,Katherine Neville
9780440506812,Louise Bates Ames
9780861711765,Henepola Gunaratana
9780805065374,Eliot Asinof
9780312985349,Janet Evanovich
9789684581142,Jean M. Auel
9780517618875,James Joyce
9780192839992,James Joyce
9780571217359,James Joyce
9780141441146,Charlotte Brontë
9780393975420,Charlotte Brontë
9780679886181,Jane E. Gerver
9780452287983,Arturo Pérez-Reverte
9780140437287,Charles Dickens
9788420469430,Arturo Pérez-Reverte
9780156029582,Arturo Pérez-Reverte
9780156029810,Arturo Pérez-Reverte
9780156029049,Anaïs Nin
9780156260268,Anaïs Nin
9780156400572,Anaïs Nin
9780804001489,Anaïs Nin
9780156260275,Anaïs Nin
9780140139402,Wallace Stegner
9781586853334,Bart King
9780786715794,Clint Willis
9780750244916,Jason Hook
9782070536283,Roald Dahl
9788433920867,Roald Dahl
9783499158476,Roald Dahl
9780767915304,J. Maarten Troost
9780143037392,Jim Trelease
9780375708213,David K. Shipler
9780380818952,Christie Ridgway
9780712677165,Peter J. D'Adamo
9780517539491,Jonathan Swift
9780393099416,Jonathan Swift
9780694524754,C.S. Lewis
9780060765453,C.S. Lewis
9780060652920,C.S. Lewis
9780684823782,C.S. Lewis
9780060652890,C.S. Lewis
9780800783365,C.S. Lewis
9780312263232,Shifra Horn
9780842331913,Pansy
9780805210538,Elie Wiesel
9780674854291,Edward J. Larson
9780809037728,Elie Wiesel
9780805210194,Elie Wiesel
9780809023097,Elie Wiesel
9780805210286,Elie Wiesel
9780936077499,Margo Maine
9780936077093,Margo Maine
9780505522740,Connie Mason
9781578569502,Dan B. Allender
9780452280670,Julia Alvarez
9780452287075,Julia Alvarez
9780764586620,Bruce Edward Walker
9780451137098,Ken Kesey
9780451143426,Ken Kesey
9780141186160,Iris Murdoch
9780140264920,Iris Murdoch
9780141186177,Iris Murdoch
9780140024760,Iris Murdoch
9780140031768,Iris Murdoch
9780006496878,Susan Howatch
9780006496892,Susan Howatch
9780006496908,Susan Howatch
9780006496922,Susan Howatch
9780140020038,Iris Murdoch
9780517170779,Susan Howatch
9780751533934,Susan Howatch
9780751533118,Susan Howatch
9780553563504,Dan Simmons
9780312980160,Dan Simmons
9780446362665,Dan Simmons
9782268041049,Dan Simmons
9780446359207,Dan Simmons
9780553572988,Dan Simmons
9780446364751,Dan Simmons
9780451025012,Mary McCarthy
9780099455448,Jay Rubin
9780375704024,Haruki Murakami
9780375718946,Haruki Murakami
9780007175192,Dr. Seuss
9780020421900,Susan Cooper
9781416905271,Susan Cooper
9780689840333,Susan Cooper
9780394239101,Raymond Chandler
9780394757643,Raymond Chandler
9780811215800,Pablo Neruda
9780307114631,Mercer Mayer
9780140014457,Iris Murdoch
9781400078479,Toni Morrison
9780307264886,Toni Morrison
9781400033423,Toni Morrison
9780452287068,Toni Morrison
9780292760288,Pablo Neruda
9780679411673,Toni Morrison
9781400076215,Toni Morrison
9780452283862,Toni Morrison
9781400033430,Toni Morrison
9780452263499,Toni Morrison
9780099760016,Toni Morrison
9782264026217,Toni Morrison
9781400033447,Toni Morrison
9781566915908,Scott Leonard
9780345476098,Barbara W. Tuchman
9780451216588,Sinclair Lewis
9780486431673,Sinclair Lewis
9781593080365,Sinclair Lewis
9780375753145,Sinclair Lewis
9781931082082,Sinclair Lewis
9782859405465,Sinclair Lewis
9783442726325,Arthur Golden
9780766144736,Arthur Edward Waite
9780451526915,Sinclair Lewis
9780965020459,Ray Bradbury
9781418503468,Charles R. Swindoll
9780898401875,Jan Frank
9780785264699,John Eldredge
9780842387460,Karen Kingsbury
9780842387453,Karen Kingsbury
9781414307640,Karen Kingsbury
9780310247562,Karen Kingsbury
9780842382892,Karen Kingsbury
9780446579629,Karen Kingsbury
9780842386883,Karen Kingsbury
9780842356220,Karen Kingsbury
9780842387446,Karen Kingsbury
9780842386876,Karen Kingsbury
9780679722311,Raymond Carver
9780375703805,Raymond Carver
9780679748649,Raymond Carver
9780679723691,Raymond Carver
9780679760238,Tobias Wolff
9780747574651,Tobias Wolff
9780802136688,Tobias Wolff
9780679745136,Tobias Wolff
9780312243357,Philip Gourevitch
9780312361754,The Paris Review
9780679781172,Paul Hendrickson
9780375704253,Paul Hendrickson
9780394577296,Paul Hendrickson
9780671727796,Alice Walker
9781576839508,Melody Carlson
9780140189445,Saul Bellow
9781400095414,Chaim Potok
9780449001158,Chaim Potok
9780449001134,Chaim Potok
9781400031047,Chaim Potok
9782207254417,Dan Simmons
9782266106344,Dan Simmons
9782207240380,Dan Simmons
9782268043180,Dan Simmons
9782226074744,Dan Simmons
9783442353927,Dan Simmons
9780761104841,Patricia Schultz
9780380789177,Dan Simmons
9780671624132,Robert R. McCammon
9780671739447,Robert R. McCammon
9780671743079,Robert R. McCammon
9780671769925,Robert R. McCammon
9780671731427,Robert R. McCammon
9780671769918,Robert R. McCammon
9780671743055,Robert R. McCammon
9780671737764,Robert R. McCammon
9780671741037,Robert R. McCammon
9780425181607,Stephen King
9781587671401,Stephen King
9780451933027,Stephen King
9782226131904,Stephen King
9780965796934,Stephen King
9780582418172,Stephen King
9780452253803,Stephen King
9780340820469,Stephen King
9780450040184,Stephen King
9789506440824,Stephen King
9780450524684,Stephen King
9780471782476,Lois H. Gresh
9780671042851,Stephen King
9780743525879,Stephen King
9780453005074,Stephen King
9780609810880,Stephen King
9789998691568,Raynold Gideon
9788401321689,Stephen King
9780674018297,Judith Farr
9780674530805,Richard B. Sewall
9780674018242,Emily Dickinson
9780385487184,Emily Dickinson
9780385720250,Sylvia Plath
9780060732608,Sylvia Plath
9780375704468,Sylvia Plath
9780306812996,Paul Alexander
9780385493918,Sylvia Plath
9780750934220,Ronald Hayman
9780807611685,Keri Hulme
9780618735167,Philip Roth
9780099771814,Philip Roth
9780375707216,Philip Roth
9780679772590,Philip Roth
9780679749042,Philip Roth
9780679444596,John Updike
9780307264657,John Updike
9780345464569,John Updike
9780449911631,John Updike
9780878057009,James Plath
9780449911945,John Updike
9780030420566,Jacquelyn Reinach
9780060845308,Oscar Hijuelos
9780060927547,Oscar Hijuelos
9780060928698,Oscar Hijuelos
9780060975944,Oscar Hijuelos
9780007195305,Edward P. Jones
9780375724428,John Cheever
9781400033881,Orhan Pamuk
9781400078653,Orhan Pamuk
9780571164660,Orhan Pamuk
9789707707764,Orhan Pamuk
9781929001156,Ian Jack
9788466368872,Orhan Pamuk
9780811211734,Octavio Paz
9780802150424,Octavio Paz
9780674821064,Octavio Paz
9780811208994,Octavio Paz
9780156003650,Octavio Paz
9780413715005,Anthony Minghella
9780676503180,A.S. Byatt
9780395859971,Penelope Fitzgerald
9781400041268,Penelope Fitzgerald
9780099282198,Philip Roth
9780312424091,Marilynne Robinson
9780060557560,Edward P. Jones
9780060795283,Edward P. Jones
9780140283303,Don DeLillo
9782868698223,Don DeLillo
9780743273060,Don DeLillo
9780743203968,Don DeLillo
9780552992091,John Irving
9780552120401,John Irving
9783257211948,John Irving
9788472238664,John Irving
9780061125645,Joyce Carol Oates
9780345484406,Joyce Carol Oates
9780452280199,Joyce Carol Oates
9780812976557,Joyce Carol Oates
9780060816223,Joyce Carol Oates
9780060735258,Joyce Carol Oates
9780452275003,Joyce Carol Oates
9780099582014,Philip Roth
9780143036395,Carol Shields
9780521010504,Elisabeth Jean Wood
9780060521226,Sid Fleischman
9780689863622,Cynthia Voigt
9781583377826,Mary B. Collins
9780333666388,Andrew P. Trout
9781889032207,Lou Priolo
9780099285564,William Styron
9780099285557,William Styron
9780679643524,William Styron
9780881927696,Robert L. Geneve
9780224014014,John Cheever
9780060528874,John Cheever
9781400033614,Bebe Moore Campbell
9780099471424,Anne Rice
9780140189384,Saul Bellow
9780143039570,Saul Bellow
9780142437834,Saul Bellow
9781598530025,Saul Bellow
9780553588187,Kelley Armstrong
9780553588194,Kelley Armstrong
9780452286030,Kelley Armstrong
9780553587081,Kelley Armstrong
9780553587067,Kelley Armstrong
9780553587074,Kelley Armstrong
9780452285934,Kelley Armstrong
9783518376782,Marguerite Duras
9781892391360,Peter S. Beagle
9780451457639,Peter S. Beagle
9780345289674,Peter S. Beagle
9780451452887,Peter S. Beagle
9781885972101,Don Webb
9782070361878,Marguerite Duras
9780312852535,Jack Williamson
9780765344977,Jack Williamson
9782070394821,Jean-Paul Sartre
9781400042555,Albert Camus
9780679733843,Albert Camus
9780679720225,Albert Camus
9780691120041,Albert Camus
9780679764014,Albert Camus
9780380731817,Jacqueline Harpman
9781883011499,Robert Polito
9780140237511,J.D. Salinger
9781597800440,Iain M. Banks
9780553575378,Iain M. Banks
9780743421928,Iain M. Banks
9780743411967,Iain M. Banks
9783453196797,Iain M. Banks
9780948877483,Alan MacGillivray
9780316640169,Iain Banks
9780143039037,Herman Melville
9780801881855,Hershel Parker
9780192837622,Herman Melville
9780312264895,Patricia Hall
9780140021547,Iris Murdoch
9780061137365,Paul Bowles
9781931082198,Paul Bowles
9780061137037,Paul Bowles
9780872860025,Paul Bowles
9781931082204,Paul Bowles
9780060834821,Paul Bowles
9780061139635,Paul Bowles
9780373760039,Ann Major
9780140030341,Iris Murdoch
9780764200922,Paul Coughlin
9780060853976,Terry Pratchett
9781594970986,Terry Pratchett
9780631231271,Ludwig Wittgenstein
9780060936648,David Edmonds
9780415254083,Ludwig Wittgenstein
9780024288103,Ludwig Wittgenstein
9780631169406,Ludwig Wittgenstein
9780674954014,Saul A. Kripke
9780140159950,Ray Monk
9781566631327,Allan Janik
9780061312113,Ludwig Wittgenstein
9780300093056,Eugene O'Neill
9780295976914,Carlos A. Schwantes
9782707301482,Samuel Beckett
9781840025958,Jonathan Croall
9780802130792,Eugène Ionesco
9780802151100,Eugène Ionesco
9781599150147,Margaret Bertha Synge
9780140189223,Luigi Pirandello
9780486284590,Luigi Pirandello
9781590171158,Luigi Pirandello
9780941419741,Luigi Pirandello
9780802141941,Luigi Pirandello
9780413575609,Luigi Pirandello
9780373247950,Linda Lael Miller
9780689851322,Cynthia Voigt
9780307274977,Sam Shepard
9780553346114,Sam Shepard
9780805069853,Robert Frost
9780743277709,Richard  Adams
9780060935450,Richard  Adams
9780517289365,Richard  Adams
9780618445578,Jacqueline K. Ogburn
9780618339242,Louise Borden
9780521402408,F. Scott Fitzgerald
9780374529260,Marguerite Yourcenar
9780060593247,Nicholas A. Basbanes
9780141185606,Vladimir Nabokov
9780679725220,Vladimir Nabokov
9780679726098,Vladimir Nabokov
9780140150339,Joseph Conrad
9781551111728,Joseph Conrad
9780192801739,Joseph Conrad
9780525467342,Robert Frost
9780805069860,Robert Frost
9781400040667,Thomas Bernhard
9780486275505,Robert Frost
9781883011062,Robert Frost
9780805063417,Jay Parini
9780679763963,Eugene O'Neill
9780822210894,Tennessee Williams
9780811216029,Tennessee Williams
674842111,Sam Bass Warner
9781586634490,SparkNotes
9780822005339,James Lamar Roberts
9780141439501,George Bernard Shaw
9781591136446,Chet Green
9780786809936,Mary Pope Osborne
9780865475243,Richmond Lattimore
9780226469447,Richmond Lattimore
9780143059288,Homer
9780856686276,Homer
9780786809318,Mary Pope Osborne
9780811212694,Tennessee Williams
9780140437911,George Bernard Shaw
9780887380051,George Bernard Shaw
9780375400704,Samuel Beckett
9780892969593,Carroll John Daly
9780060974367,Carroll John Daly
9780930330019,Carroll John Daly
9780312295431,Jo Ann Ooiman Robinson
9780142437261,Nathaniel Hawthorne
9780679783381,Nathaniel Hawthorne
9780743487566,Nathaniel Hawthorne
9781587263835,Nathaniel Hawthorne
9780743264693,Nathaniel Hawthorne
9780764587245,Nathaniel Hawthorne
9780486285153,Friedrich Nietzsche
9780804741712,Friedrich Nietzsche
9780679783398,Friedrich Nietzsche
9780140449235,Friedrich Nietzsche
9780521599634,Friedrich Nietzsche
9780439635813,Michael Teitelbaum
9780375760815,Nancy Milford
9782864240150,João Guimarães Rosa
9780140280463,Ruth Ozeki
9783492230025,Ruth Ozeki
9782266104463,Ruth Ozeki
9780743243803,Sarah Vowell
9780099276494,Richard Russo
9780099437529,Richard Russo
9781582343891,Gus Russo
9780679454687,Richard Ford
9780847826698,Graydon Carter
9780375707254,Steven Watts
9780679726227,Jim Morrison
9780758207302,Mary B. Morrison
9780811216548,Louis-Ferdinand Céline
9780143036593,William T. Vollmann
9780295981468,Paul Robert Magocsi
9780393979169,Nella Larsen
9780385721004,Nella Larsen
9780345476326,Sonny Brewer
9780684837932,Leo Tolstoy
9780811201353,Boris Pasternak
9780940322714,Boris Pasternak
9780440204930,Richard  Adams
9780345494023,Richard  Adams
9780670800339,Richard  Adams
9780517391730,Richard  Adams
9780060930059,Thomas Wolfe
9780743297318,Thomas Wolfe
9780684867854,Thomas Wolfe
9780413712004,Howard Korder
9780940450493,Eugene O'Neill
9780940450486,Eugene O'Neill
9780394536491,Norman Mailer
9780312265052,Norman Mailer
9780375700811,Norman Mailer
9781560258247,Norman Mailer
9780452272798,Norman Mailer
9780141182575,Truman Capote
9780515124798,Lynda La Plante
9781933372198,James Hamilton-Paterson
9780099766810,Alan Paton
9780758214096,Erin McCarthy
9780307278364,Cormac McCarthy
9780375706677,Cormac McCarthy
9780312311339,Pete McCarthy
9780679642428,Fyodor Dostoyevsky
9781592574711,W. Michael Kelley
9780679772644,David Mamet
9780140127225,David Mamet
9780872863804,Jack Kerouac
9780060920647,Annie Dillard
9780072434170,Annie Dillard
9780060915186,Annie Dillard
9780375703478,Annie Dillard
9780061239533,Annie Dillard
9781594481574,Anne Lamott
9781582430546,Anne Lamott
9781400079094,Anne Lamott
9780141007458,Mary Roach
9780812967944,Iain Levison
9781841591056,P.G. Wodehouse
9780345457370,Amy Tan
9780143038108,Amy Tan
9780689806162,Amy Tan
9780552998017,Jane Hamilton
9780785282099,Jane Hamilton
9780143039860,Ken Kesey
9780395500767,Richard Brautigan
9780395706749,Richard Brautigan
9780395547038,Richard Brautigan
9780312277109,Richard Brautigan
9780156189217,Eudora Welty
9781883011543,Eudora Welty
9780878055296,Eudora Welty
9780679642701,Eudora Welty
9780061124198,Eudora Welty
9780679728825,Eudora Welty
9780679730040,Eudora Welty
9780156360906,Eudora Welty
9780674639270,Eudora Welty
9780374525644,Anne Fadiman
9780805076882,Noam Chomsky
9781595581341,Noam Chomsky
9781583225363,Noam Chomsky
9781583225653,Noam Chomsky
9781904859208,Noam Chomsky
9781852421175,Noam Chomsky
9780521674935,Noam Chomsky
9781594513121,Noam Chomsky
9781878825018,Noam Chomsky
9780805079678,Noam Chomsky
9780742529786,Noam Chomsky
9780262530071,Noam Chomsky
9780415926324,Noam Chomsky
9780060578121,Shirley Rousseau Murphy
9780192822758,Jean-Jacques Rousseau
9780060578114,Shirley Rousseau Murphy
9780143037491,Jean-Jacques Rousseau
9780061059476,Shirley Rousseau Murphy
9780375760389,James A. Michener
9780375760372,James A. Michener
9780812970432,James A. Michener
9780812969825,James A. Michener
9780449207338,James A. Michener
9780449452691,James A. Michener
9780609810903,Stephen King
9789685957007,Stephen King
9780743437493,Stephen King
9780743536998,Stephen King
9781417618255,Stephen King
9780061238222,John Grogan
9780739461198,John Grogan
9780451529251,Emily Brontë
9780333581292,Graham Handley
9780141185538,John Steinbeck
9780553572827,Terry C. Johnston
9780143038191,Margot Adler
9780440979753,Scott O'Dell
9780679642480,William Faulkner
9781860491818,Shirley Hazzard
9780375756863,Sinclair Lewis
9780142437964,Marcel Proust
9781593083779,Marcel Proust
9781414243672,Marcel Proust
9780373289806,Elizabeth Mayne
9780786711642,Ira Levin
9780553566406,Francine Pascal
9780140118902,Salman Rushdie
9780143036937,John Berendt
9781933618081,William Hjortsberg
9780595377107,Melissa M. Garcia
9780226424156,Alice Kaplan
9780679455134,James Joyce
9780434010530,Ha Jin
9780140158762,Robert Mason
9780142180099,Iris Murdoch
9780744586466,Michael Morpurgo
9780822008934,Maryam Riess
9780374521400,Elie Wiesel
9781841157498,Jonathan Franzen
9780007153589,Jonathan Franzen
9780312420147,Jonathan Franzen
9780671732479,Carlos Castañeda
9780060929602,Carlos Castañeda
9780671732462,Carlos Castañeda
9780743412803,Carlos Castañeda
9780671732486,Carlos Castañeda
9780671732523,Carlos Castañeda
9780671732509,Carlos Castañeda
9781855384279,Carlos Castañeda
9780345481269,Fyodor Dostoyevsky
9780375756887,Fyodor Dostoyevsky
9780375411229,Fyodor Dostoyevsky
9780375702242,Fyodor Dostoyevsky
9780060726461,Fyodor Dostoyevsky
9781593080587,Fyodor Dostoyevsky
9781567180701,Steve Blamires
9781844080380,Daphne du Maurier
9780805242096,Rebecca Goldstein
9780425209615,Rebecca York
9780143104902,Rebecca West
9780099307914,Philip Roth
9783446176935,Philip Roth
9780385240871,John Barth
9780822002109,James Lamar Roberts
9780706432084,William Faulkner
9780822001102,James Lamar Roberts
9780670038039,Virgil
9780679729525,Virgil
9780140449327,Virgil
9780872207318,Virgil
9780674995864,Virgil
9780486434124,Horace Walpole
9780192834409,Horace Walpole
9780385732536,Lois Lowry
9780618685509,Lois Lowry
9780440402916,Lois Lowry
9780440415244,Lois Lowry
9780385732567,Lois Lowry
9780440414001,Lois Lowry
9780743482769,William Shakespeare
9780198320548,William Shakespeare
9781903436592,William Shakespeare
9780743484954,William Shakespeare
9780393959048,Henry James
9780141439907,Henry James
9780553210590,Henry James
9780312406912,Henry James
9780521618724,William Shakespeare
9780451526816,William Shakespeare
9780198320562,William Shakespeare
9781932219258,William Shakespeare
9780521532501,William Shakespeare
9780156031196,Mark Helprin
9780679743347,Isak Dinesen
9780812036046,William Shakespeare
9780743484961,William Shakespeare
9780141014708,William Shakespeare
9780345477521,Troy Denning
9780375725180,Terry Tempest Williams
9781904271550,William Shakespeare
9780684852706,Bob      Smith
9780679736530,William Faulkner
9780743477550,William Shakespeare
9781932219265,William Shakespeare
9780743482820,William Shakespeare
9780198320272,William Shakespeare
9781932219166,William Shakespeare
9780521535137,William Shakespeare
9781586638474,William Shakespeare
9780822000235,James K. Lowers
9781904271352,William Shakespeare
9780517223628,Lewis Carroll
9780439291491,Lewis Carroll
9780140153170,Lawrence Durrell
9780140153194,Lawrence Durrell
9780140153224,Lawrence Durrell
9780613572743,Hermann Hesse
9780684846941,Reynolds Price
9780300091410,Jean-Jacques Rousseau
9780307262998,Carl Hiaasen
9780446677165,Carl Hiaasen
9780446695695,Carl Hiaasen
9780446695640,Carl Hiaasen
9780446695718,Carl Hiaasen
9780446695688,Carl Hiaasen
9780375821820,Carl Hiaasen
9780446695664,Carl Hiaasen
9780449001240,Carl Hiaasen
9780446695671,Carl Hiaasen
9780446611930,Carl Hiaasen
9780375410468,Carl Hiaasen
9780446615129,Carl Hiaasen
9780440421702,Carl Hiaasen
9780865476066,Andrés Duany
9780884196488,Don Colbert
9780446912068,James Redfield
9780446674577,James Redfield
9781594831959,James Redfield
9780553503708,James Redfield
9780688052300,Robert M. Pirsig
9780306809323,Donald Spoto
9780739474792,Donald Spoto
9780815411833,Donald Spoto
9780316159791,James Patterson
9780316013932,James Patterson
9780316014793,James Patterson
9780316117364,James Patterson
9780316014502,James Patterson
9780446696630,James Patterson
9780446696616,James Patterson
9780446600477,James Patterson
9780316155595,James Patterson
9780446692656,James Patterson
9780446606387,James Patterson
9780446692649,James Patterson
9780446608817,James Patterson
9780747266990,James Patterson
9780446692632,James Patterson
